O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID)
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2490,"Classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",Core,07/2017,5.0,5.0,4.17,69.77,52020.0,1455770.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2489,"Debit, credit, and total accounts on computer spreadsheets and databases, using specialized accounting software.",Core,07/2017,5.0,5.0,4.15,76.55,52020.0,1455770.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information', 'Documenting/Recording Information']","['4.A.1.b.3', '4.A.3.b.6']"
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2509,"Match order forms with invoices, and record the necessary information.",Core,07/2017,5.0,5.0,4.12,70.12,52020.0,1455770.0,['Processing Information'],['4.A.2.a.2']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",18561,Prepare and process payroll information.,Supplemental,07/2017,3.0,3.0,4.71,45.65,52020.0,1455770.0,['Performing Administrative Activities'],['4.A.4.c.1']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2501,"Calculate and prepare checks for utilities, taxes, and other payments.",Supplemental,07/2017,5.0,5.0,4.44,53.62,52020.0,1455770.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2505,Monitor status of loans and accounts to ensure that payments are up to date.,Supplemental,07/2017,5.0,5.0,4.4,45.39,52020.0,1455770.0,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2503,Reconcile records of bank transactions.,Supplemental,07/2017,3.0,3.0,4.38,53.68,52020.0,1455770.0,['Processing Information'],['4.A.2.a.2']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2506,Transfer details from separate journals to general ledgers or data processing sheets.,Supplemental,07/2017,5.0,5.0,4.2,53.69,52020.0,1455770.0,['Working with Computers'],['4.A.3.b.1']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2491,"Calculate, prepare, and issue bills, invoices, account statements, and other financial statements according to established procedures.",Supplemental,07/2017,5.0,5.0,4.16,63.26,52020.0,1455770.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2514,Prepare purchase orders and expense reports.,Supplemental,07/2017,3.0,3.0,4.11,51.33,52020.0,1455770.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2504,Prepare trial balances of books.,Supplemental,07/2017,3.0,3.0,4.08,32.66,52020.0,1455770.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2492,"Compile statistical, financial, accounting, or auditing reports and tables pertaining to such matters as cash receipts, expenditures, accounts payable and receivable, and profits and losses.",Supplemental,07/2017,3.0,3.0,3.97,62.68,52020.0,1455770.0,['Processing Information'],['4.A.2.a.2']
43-3051.00,Payroll and Timekeeping Clerks,2519,"Verify attendance, hours worked, and pay adjustments, and post information onto designated records.",Core,08/2022,5.0,5.0,4.74,99.32,56870.0,156950.0,['Processing Information'],['4.A.2.a.2']
43-3051.00,Payroll and Timekeeping Clerks,2515,Process and issue employee paychecks and statements of earnings and deductions.,Core,08/2022,3.0,3.0,4.72,84.43,56870.0,156950.0,['Performing Administrative Activities'],['4.A.4.c.1']
43-3051.00,Payroll and Timekeeping Clerks,2516,"Compute wages and deductions, and enter data into computers.",Core,08/2022,4.0,4.0,4.69,87.27,56870.0,156950.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information', 'Working with Computers']","['4.A.1.b.3', '4.A.3.b.1']"
43-3051.00,Payroll and Timekeeping Clerks,18562,Process paperwork for new employees and enter employee information into the payroll system.,Core,08/2022,3.0,3.0,4.66,80.06,56870.0,156950.0,"['Working with Computers', 'Documenting/Recording Information']","['4.A.3.b.1', '4.A.3.b.6']"
43-3051.00,Payroll and Timekeeping Clerks,2528,"Prepare and balance period-end reports, and reconcile issued payrolls to bank statements.",Core,08/2022,3.0,3.0,4.62,71.95,56870.0,156950.0,"['Processing Information', 'Documenting/Recording Information']","['4.A.2.a.2', '4.A.3.b.6']"
43-3051.00,Payroll and Timekeeping Clerks,2518,"Review time sheets, work charts, wage computation, and other information to detect and reconcile payroll discrepancies.",Core,08/2022,4.0,4.0,4.61,88.89,56870.0,156950.0,['Processing Information'],['4.A.2.a.2']
43-3051.00,Payroll and Timekeeping Clerks,2520,"Record employee information, such as exemptions, transfers, and resignations, to maintain and update payroll records.",Core,08/2022,4.0,4.0,4.55,95.9,56870.0,156950.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3051.00,Payroll and Timekeeping Clerks,2521,Issue and record adjustments to pay related to previous errors or retroactive increases.,Core,08/2022,3.0,3.0,4.55,94.53,56870.0,156950.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3051.00,Payroll and Timekeeping Clerks,18563,"Keep track of leave time, such as vacation, personal, and sick leave, for employees.",Core,08/2022,4.0,4.0,4.42,99.75,56870.0,156950.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3051.00,Payroll and Timekeeping Clerks,2517,"Compile employee time, production, and payroll data from time sheets and other records.",Core,08/2022,3.0,3.0,4.36,88.41,56870.0,156950.0,['Processing Information'],['4.A.2.a.2']
43-3051.00,Payroll and Timekeeping Clerks,2522,Keep informed about changes in tax and deduction laws that apply to the payroll process.,Core,08/2022,3.0,3.0,4.28,67.98,56870.0,156950.0,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
43-3051.00,Payroll and Timekeeping Clerks,2524,Complete time sheets showing employees' arrival and departure times.,Core,08/2022,4.0,4.0,4.25,70.02,56870.0,156950.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3051.00,Payroll and Timekeeping Clerks,2523,"Provide information to employees and managers on payroll matters, tax issues, benefit plans, and collective agreement provisions.",Core,08/2022,3.0,3.0,4.01,73.52,56870.0,156950.0,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
43-3051.00,Payroll and Timekeeping Clerks,18564,Conduct verifications of employment.,Core,08/2022,3.0,3.0,3.52,88.09,56870.0,156950.0,['Processing Information'],['4.A.2.a.2']
43-3051.00,Payroll and Timekeeping Clerks,23954,Prepare and file payroll tax returns.,Supplemental,08/2022,3.0,3.0,4.69,36.88,56870.0,156950.0,"['Documenting/Recording Information', 'Performing Administrative Activities']","['4.A.3.b.6', '4.A.4.c.1']"
43-3051.00,Payroll and Timekeeping Clerks,2529,"Compile statistical reports, statements, and summaries related to pay and benefits accounts, and submit them to appropriate departments.",Supplemental,08/2022,3.0,3.0,4.46,65.31,56870.0,156950.0,['Processing Information'],['4.A.2.a.2']
43-3051.00,Payroll and Timekeeping Clerks,20901,Balance cash and payroll accounts.,Supplemental,08/2022,3.0,3.0,4.37,47.5,56870.0,156950.0,['Processing Information'],['4.A.2.a.2']
43-3051.00,Payroll and Timekeeping Clerks,2527,"Complete, verify, and process forms and documentation for administration of benefits, such as pension plans, and unemployment and medical insurance.",Supplemental,08/2022,3.0,3.0,4.08,63.59,56870.0,156950.0,"['Processing Information', 'Documenting/Recording Information']","['4.A.2.a.2', '4.A.3.b.6']"
43-3061.00,Procurement Clerks,2539,"Track the status of requisitions, contracts, and orders.",Core,08/2022,5.0,5.0,4.45,100.0,50430.0,59900.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-3061.00,Procurement Clerks,2531,Prepare purchase orders and send copies to suppliers and to departments originating requests.,Core,08/2022,5.0,5.0,4.36,93.19,50430.0,59900.0,"['Documenting/Recording Information', 'Performing Administrative Activities']","['4.A.3.b.6', '4.A.4.c.1']"
43-3061.00,Procurement Clerks,2540,"Calculate costs of orders, and charge or forward invoices to appropriate accounts.",Core,08/2022,5.0,5.0,4.34,91.47,50430.0,59900.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
43-3061.00,Procurement Clerks,2538,"Compare prices, specifications, and delivery dates to determine the best bid among potential suppliers.",Core,08/2022,5.0,5.0,4.33,80.71,50430.0,59900.0,['Analyzing Data or Information'],['4.A.2.a.4']
43-3061.00,Procurement Clerks,20786,Approve and pay bills.,Core,08/2022,5.0,5.0,4.29,86.07,50430.0,59900.0,['Performing Administrative Activities'],['4.A.4.c.1']
43-3061.00,Procurement Clerks,2545,"Maintain knowledge of all organizational and governmental rules affecting purchases, and provide information about these rules to organization staff members and to vendors.",Core,08/2022,5.0,5.0,4.24,68.48,50430.0,59900.0,"['Updating and Using Relevant Knowledge', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.2.b.3', '4.A.4.a.2']"
43-3061.00,Procurement Clerks,2532,"Determine if inventory quantities are sufficient for needs, ordering more materials when necessary.",Core,08/2022,5.0,5.0,4.23,95.14,50430.0,59900.0,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-3061.00,Procurement Clerks,2535,"Contact suppliers to schedule or expedite deliveries and to resolve shortages, missed or late deliveries, and other problems.",Core,08/2022,5.0,5.0,4.15,92.23,50430.0,59900.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
43-3061.00,Procurement Clerks,2537,"Prepare, maintain, and review purchasing files, reports and price lists.",Core,08/2022,5.0,5.0,4.15,95.54,50430.0,59900.0,"['Processing Information', 'Documenting/Recording Information']","['4.A.2.a.2', '4.A.3.b.6']"
43-3061.00,Procurement Clerks,2536,"Review requisition orders to verify accuracy, terminology, and specifications.",Core,08/2022,5.0,5.0,4.14,81.71,50430.0,59900.0,['Processing Information'],['4.A.2.a.2']
43-3061.00,Procurement Clerks,2533,"Respond to customer and supplier inquiries about order status, changes, or cancellations.",Core,08/2022,5.0,5.0,4.12,91.05,50430.0,59900.0,['Communicating with People Outside the Organization'],['4.A.4.a.3']
43-3061.00,Procurement Clerks,2546,Monitor in-house inventory movement and complete inventory transfer forms for bookkeeping purposes.,Core,08/2022,5.0,5.0,4.04,76.29,50430.0,59900.0,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
43-3061.00,Procurement Clerks,2542,Compare suppliers' bills with bids and purchase orders to verify accuracy.,Core,08/2022,4.0,4.0,3.96,88.08,50430.0,59900.0,['Processing Information'],['4.A.2.a.2']
43-3061.00,Procurement Clerks,2544,"Locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered.",Core,08/2022,5.0,5.0,3.92,88.91,50430.0,59900.0,['Getting Information'],['4.A.1.a.1']
43-3061.00,Procurement Clerks,2547,"Monitor contractor performance, recommending contract modifications when necessary.",Supplemental,08/2022,3.0,3.0,3.77,58.08,50430.0,59900.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
43-3061.00,Procurement Clerks,2548,"Prepare invitation-of-bid forms, and mail forms to supplier firms or distribute forms for public posting.",Supplemental,08/2022,3.0,3.0,3.74,51.78,50430.0,59900.0,"['Documenting/Recording Information', 'Performing Administrative Activities']","['4.A.3.b.6', '4.A.4.c.1']"
43-4011.00,Brokerage Clerks,20622,"Document security transactions, such as purchases, sales, conversions, redemptions, or payments, using computers, accounting ledgers, or certificate records.",Core,07/2014,5.0,5.0,4.31,71.69,67680.0,40090.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-4011.00,Brokerage Clerks,8149,"File, type, or operate standard office machines.",Core,07/2014,7.0,7.0,4.06,81.36,67680.0,40090.0,['Performing Administrative Activities'],['4.A.4.c.1']
43-4011.00,Brokerage Clerks,8148,"Prepare forms, such as receipts, withdrawal orders, transmittal papers, or transfer confirmations, based on transaction requests from stockholders.",Core,07/2014,5.0,5.0,3.49,67.05,67680.0,40090.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-4011.00,Brokerage Clerks,8147,"Schedule and coordinate transfer and delivery of security certificates between companies, departments, and customers.",Supplemental,07/2014,5.0,5.0,4.04,48.5,67680.0,40090.0,"['Scheduling Work and Activities', 'Guiding, Directing, and Motivating Subordinates']","['4.A.2.b.5', '4.A.4.b.4']"
43-4011.00,Brokerage Clerks,8150,Monitor daily stock prices and compute fluctuations to determine the need for additional collateral to secure loans.,Supplemental,07/2014,5.0,5.0,4.03,28.48,67680.0,40090.0,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
43-4011.00,Brokerage Clerks,8153,"Verify ownership and transaction information and dividend distribution instructions to ensure conformance with governmental regulations, using stock records and reports.",Supplemental,07/2014,5.0,5.0,3.86,42.43,67680.0,40090.0,['Processing Information'],['4.A.2.a.2']
43-4011.00,Brokerage Clerks,8151,"Compute total holdings, dividends, interest, transfer taxes, brokerage fees, or commissions and allocate appropriate payments to customers.",Supplemental,07/2014,5.0,5.0,3.8,43.54,67680.0,40090.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3']
43-4011.00,Brokerage Clerks,8152,Prepare reports summarizing daily transactions and earnings for individual customer accounts.,Supplemental,07/2014,5.0,5.0,3.65,49.73,67680.0,40090.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-4021.00,Correspondence Clerks,11276,Maintain files and control records to show correspondence activities.,Core,08/2023,5.0,5.0,4.11,90.39,46610.0,6260.0,['Documenting/Recording Information'],['4.A.3.b.6']
43-4021.00,Correspondence Clerks,11273,Read incoming correspondence to ascertain nature of writers' concerns and to determine disposition of correspondence.,Core,08/2023,5.0,5.0,3.99,85.77,46610.0,6260.0,['Getting Information'],['4.A.1.a.1']
